Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
"Total","Wilmer Font","NYM",4,0,0.5,0,0.333333333,0.333333333,0.333333333,0.666666666,0,1,0.3997664706680322,-0.10383353066711183,0.289870023727417,81.22888968049281,5257
"Total","Sandy Leon","BOS",242,0.078512396,0.214876033,0.365384615,0.195454545,0.258333333,0.313636363,0.571969696,0.118181818,0.226993865,15.59313700200101,-13.812662751962938,0.2508155030508836,47.717988507644094,5273
"Total","Francisco Cervelli","2 Tms",206,0.140776699,0.242718446,0.58,0.225433526,0.344660194,0.364161849,0.708822043,0.138728323,0.279661016,24.15383800875636,-0.5825616716196929,0.3151398588971394,95.75700671466338,5275
"Total","Tuffy Gosewisch","SEA",14,0,0.428571428,0,0.076923076,0.076923076,0.076923076,0.153846152,0,0.142857142,-1.2879143389826793,-2.9945143344765683,0.06743606237264779,-70.70597565931604,5277
"Total","Aaron Hicks","NYY",376,0.103723404,0.204787234,0.506493506,0.262839879,0.340425531,0.465256797,0.805682328,0.202416918,0.293388429,53.485418371826896,8.145018883020168,0.344201478393788,116.5181895427012,5297
"Total","Kristopher Negron","3 Tms",71,0.084507042,0.267605633,0.315789473,0.19047619,0.271428571,0.285714285,0.557142856,0.095238095,0.238095238,4.151822308455636,-4.566077647353479,0.244860897893491,48.72979993693017,5306
"Total","Chad Huffman","STL",6,0,0.333333333,0,0.333333333,0.333333333,0.666666666,0.999999999,0.333333333,0.5,1.1561995149536948,0.4247995168848854,0.4047977924346924,153.26964376076867,5311
"Total","Yangervis Solarte","3 Tms",351,0.062678062,0.108262108,0.578947368,0.214285714,0.268571428,0.344720496,0.613291924,0.130434782,0.212996389,26.709258283383967,-15.365641166560529,0.26645229248740954,63.8223447301947,5352
"Total","Juan Lagares","NYM",205,0.068292682,0.248780487,0.274509803,0.239361702,0.294117647,0.340425531,0.634543178,0.101063829,0.31617647,16.67193110456343,-8.496568797327324,0.27067215792575283,68.71843309982675,5384
"Total","Juan Graterol","3 Tms",32,0,0.1875,0,0.1875,0.1875,0.21875,0.40625,0.03125,0.23076923,-0.01265457771086631,-3.9064545606758587,0.1753536108881235,0.94625811076628,5398
