Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
Total,Brandon Moss,KCR,79,0.11392405,0.354430379,0.321428571,0.271428571,0.354430379,0.457142857,0.811573236,0.185714286,0.41025641,11.54926086,1.919160885,0.34968737,116.5642145,4467
Total,Billy McKinney,TOR,77,0.038961038,0.298701298,0.130434782,0.180555555,0.22368421,0.375,0.59868421,0.194444445,0.2,5.199745962,-4.287553987,0.25262024,53.96791918,15654
Total,Adrian Gonzalez,2 Tms,74,0.054054054,0.202702702,0.266666666,0.20289855,0.243243243,0.217391304,0.460634547,0.014492754,0.254545454,2.061756427,-6.838843485,0.208266003,26.79981208,1908
Total,Mike Freeman,4 Tms,73,0.08219178,0.383561643,0.214285714,0.265625,0.333333333,0.390625,0.723958333,0.125,0.428571428,8.722484003,-0.428216014,0.312274024,91.86353939,11241
Total,Chris Herrmann,3 Tms,70,0.057142857,0.228571428,0.25,0.181818181,0.228571428,0.318181818,0.546753246,0.136363637,0.208333333,3.568754255,-4.939245695,0.236813752,39.29220234,9284
Total,Marco Hernandez,BOS,69,0.014492753,0.231884057,0.0625,0.318181818,0.347826086,0.363636363,0.711462449,0.045454545,0.42,8.090601067,-0.528498945,0.31116533,87.92071109,13154
Total,Lonnie Chisenhall,CLE,68,0.147058823,0.176470588,0.833333333,0.333333333,0.446153846,0.5,0.946153846,0.166666667,0.4,13.47838559,5.229185635,0.41107745,156.9434408,7571
Total,Harold Castro,DET,68,0.029411764,0.264705882,0.111111111,0.212121212,0.235294117,0.212121212,0.447415329,0,0.291666666,1.474667151,-7.086532871,0.199340256,15.842958,14691
Total,Norichika Aoki,3 Tms,67,0.104477611,0.119402985,0.875,0.218181818,0.313432835,0.272727272,0.586160107,0.054545454,0.24,5.084487017,-3.082812961,0.266375683,64.73904959,13075
Total,Patrick Corbin,2 Tms,65,0,0.492307692,0,0.105263157,0.105263157,0.122807017,0.228070174,0.01754386,0.24,-4.486657953,-12.35615787,0.099033834,-43.1182085,9323
Total,Brett Phillips,2 Tms,65,0.092307692,0.369230769,0.25,0.142857142,0.238095238,0.178571428,0.416666666,0.035714286,0.25,1.537202553,-6.233297325,0.199852321,18.57655222,14735
Total,Franchy Cordero,SDP,63,0.031746031,0.444444444,0.071428571,0.2,0.225806451,0.366666666,0.592473117,0.166666666,0.310344827,4.174722511,-3.274977345,0.253255856,56.33966388,14567
Total,Ichiro Suzuki,2 Tms,62,0.112903225,0.177419354,0.636363636,0.363636363,0.43548387,0.418181818,0.853665688,0.054545455,0.454545454,10.50156521,2.99876526,0.378256249,138.9425366,1101
Total,Michael Saunders,PHI,60,0.05,0.25,0.2,0.192982456,0.233333333,0.385964912,0.619298245,0.192982456,0.225,4.260131851,-3.05386813,0.260586173,54.99334232,9981
Total,Jacob deGrom,NYM,60,0.033333333,0.333333333,0.1,0.16981132,0.2,0.16981132,0.36981132,0,0.272727272,-0.342767672,-7.548767575,0.168403852,1.319292986,10954
Total,Kyle Freeland,COL,60,0.016666666,0.55,0.03030303,0.055555555,0.072727272,0.055555555,0.128282827,0,0.142857142,-5.642919215,-12.84691912,0.060473245,-88.75297155,16256
Total,Robbie Ray,ARI,58,0.017241379,0.534482758,0.032258064,0.132075471,0.148148148,0.132075471,0.280223619,0,0.318181818,-2.291254215,-9.295454137,0.126450756,-33.26625773,11486
Total,Adam Haseley,PHI,57,0.052631578,0.280701754,0.1875,0.211538461,0.280701754,0.25,0.530701754,0.038461539,0.305555555,3.316559021,-3.859740998,0.241564121,43.81716364,19878
Total,Clayton Kershaw,LAD,53,0.056603773,0.16981132,0.333333333,0.225,0.279069767,0.25,0.529069767,0.025,0.29032258,2.140722778,-4.291977163,0.240382907,39.59281423,2036
Total,Bruce Maxwell,OAK,53,0.094339622,0.188679245,0.5,0.14893617,0.23076923,0.170212765,0.400981995,0.021276595,0.189189189,0.82367994,-5.562020003,0.191774193,15.47103079,13866
Total,Jon Lester,CHC,52,0.076923076,0.403846153,0.19047619,0.044444444,0.122448979,0.111111111,0.23356009,0.066666667,0.04347826,-2.231661441,-8.532461385,0.114757937,-29.79718546,4930
Total,Ryan Schimpf,2 Tms,52,0.115384615,0.326923076,0.352941176,0.181818181,0.288461538,0.522727272,0.81118881,0.340909091,0.130434782,6.944112931,0.61031295,0.335787703,108.4152831,9953
Total,Ben Revere,LAA,51,0.019607843,0.156862745,0.125,0.163265306,0.176470588,0.163265306,0.339735894,0,0.19047619,-1.090750632,-7.307650615,0.151104795,-14.96367196,4712
Total,Josh Naylor,SDP,50,0.04,0.16,0.25,0.291666666,0.32,0.354166666,0.674166666,0.0625,0.35,5.085944663,-1.209055353,0.291926067,79.88343783,18839
Total,Chance Sisco,BAL,47,0.127659574,0.404255319,0.315789473,0.105263157,0.276595744,0.184210526,0.46080627,0.078947369,0.166666666,2.322971108,-3.417328847,0.233003,38.68461724,15694
Total,DJ Stewart,BAL,47,0.063829787,0.127659574,0.5,0.318181818,0.361702127,0.363636363,0.72533849,0.045454545,0.368421052,5.832729188,-0.057570818,0.317846332,95.43243823,17766
Total,Chase Utley,LAD,45,0.088888888,0.244444444,0.363636363,0.157894736,0.266666666,0.315789473,0.582456139,0.157894737,0.185185185,3.193140045,-2.207359895,0.259066265,59.91631437,1679
Total,Charles Tilson,CHW,44,0.09090909,0.272727272,0.333333333,0.128205128,0.209302325,0.128205128,0.337507453,0,0.185185185,-0.271607612,-5.640207563,0.165756913,-2.680413352,12983
Total,Isan Diaz,MIA,44,0.09090909,0.318181818,0.285714285,0.1,0.181818181,0.225,0.406818181,0.125,0.12,0.260927108,-5.278672907,0.181112772,8.97630301,17922
Total,Rich Hill,LAD,43,0.023255813,0.418604651,0.055555555,0.073170731,0.116279069,0.073170731,0.1894498,0,0.130434782,-2.847886211,-8.027586153,0.094088036,-48.72917998,4806
Total,Tyler Wade,NYY,43,0.046511627,0.395348837,0.117647058,0.170731707,0.209302325,0.219512195,0.42881452,0.048780488,0.291666666,0.670688533,-4.587011434,0.190270995,10.9531363,15730
Total,Kyle Tucker,HOU,43,0.046511627,0.186046511,0.25,0.315789473,0.395348837,0.5,0.895348837,0.184210527,0.379310344,7.615305512,2.336605548,0.383545716,146.0065289,18345
Total,Ezequiel Carrera,TOR,42,0.142857142,0.238095238,0.6,0.085714285,0.219512195,0.114285714,0.333797909,0.028571429,0.12,-0.078601851,-5.198401838,0.174230983,-1.253830715,9048
Total,Shed Long,SEA,41,0.121951219,0.146341463,0.833333333,0.333333333,0.414634146,0.583333333,0.997967479,0.25,0.379310344,8.523146674,3.36124666,0.414740536,166.3326274,16542
Total,Joey Lucchesi,SDP,41,0.097560975,0.609756097,0.16,0,0.105263157,0,0.105263157,0,0,-3.57602753,-8.557927476,0.072602289,-64.84641865,19320
Total,JB Shuck,2 Tms,40,0.025,0.175,0.142857142,0.243243243,0.263157894,0.324324324,0.587482218,0.081081081,0.3,2.692915651,-2.127084282,0.252441389,56.36689029,6677
Total,Meibrys Viloria,KCR,39,0.076923076,0.435897435,0.176470588,0.114285714,0.179487179,0.114285714,0.293772893,0,0.210526315,-1.068503868,-5.942603867,0.14227093,-23.31161369,17109
Total,Drew Robinson,TEX,38,0.131578947,0.342105263,0.384615384,0.303030303,0.394736842,0.545454545,0.940191387,0.242424242,0.444444444,7.141262762,2.599062822,0.400275549,145.5141408,11761
Total,Rafael Ortega,2 Tms,37,0.054054054,0.243243243,0.222222222,0.228571428,0.27027027,0.257142857,0.527413127,0.028571429,0.307692307,1.896069158,-2.537230771,0.237111581,46.43627804,10323
Total,Magneuris Sierra,2 Tms,37,0.027027027,0.297297297,0.09090909,0.416666666,0.432432432,0.444444444,0.876876876,0.027777778,0.6,6.514122231,2.105822301,0.384141131,143.4913589,17023
Total,Tyler Anderson,COL,36,0.055555555,0.611111111,0.09090909,0.121212121,0.171428571,0.121212121,0.292640692,0,0.363636363,-0.978994638,-5.265394569,0.139919489,-22.31901022,12880
Total,Mike Ford,NYY,36,0.083333333,0.111111111,0.75,0.333333333,0.388888888,1,1.388888888,0.666666667,0.181818181,11.4103181,6.877918093,0.540920195,248.0487229,15585
Total,Trent Grisham,MIL,36,0.083333333,0.388888888,0.214285714,0.21875,0.305555555,0.40625,0.711805555,0.1875,0.352941176,4.046052624,-0.486347388,0.304271354,84.18247255,18564
Total,Josh Rojas,ARI,36,0.138888888,0.305555555,0.454545454,0.29032258,0.388888888,0.387096774,0.775985662,0.096774194,0.45,5.226307293,0.693907281,0.342198544,109.5195806,19734
Total,Miguel Montero,3 Tms,35,0.142857142,0.142857142,1,0.2,0.314285714,0.233333333,0.547619047,0.033333333,0.24,2.465293575,-1.781206403,0.259343377,54.6706679,3364
Total,Zack Wheeler,NYM,35,0,0.428571428,0,0.151515151,0.176470588,0.151515151,0.327985739,0,0.277777777,-0.644665634,-4.881165584,0.149912699,-8.615167206,10310
Total,Mason Williams,3 Tms,35,0.057142857,0.228571428,0.25,0.212121212,0.257142857,0.242424242,0.499567099,0.03030303,0.28,1.525133433,-2.681366509,0.225188109,33.33479971,11859
Total,Ryder Jones,SFG,35,0.057142857,0.428571428,0.133333333,0.15625,0.228571428,0.15625,0.384821428,0,0.294117647,-0.160563205,-4.422063192,0.170557562,0.712965988,15982
Total,John Jaso,PIT,34,0.117647058,0.205882352,0.571428571,0.2,0.294117647,0.333333333,0.62745098,0.133333333,0.227272727,2.946375365,-1.198224624,0.279138393,69.1644362,5887
Total,Matt Beaty,LAD,34,0.029411764,0.176470588,0.166666666,0.125,0.176470588,0.15625,0.332720588,0.03125,0.153846153,-0.596075291,-4.876675302,0.153970978,-8.990662682,17710
Total,Alex Presley,DET,32,0.0625,0.25,0.25,0.266666666,0.3125,0.266666666,0.579166666,0,0.363636363,2.323193639,-1.577606351,0.262479331,57.71976517,5305
Total,Adam Lind,WSN,32,0.0625,0.1875,0.333333333,0.310344827,0.34375,0.344827586,0.688577586,0.034482759,0.375,3.362999431,-0.537800559,0.300984591,79.75809893,8027
Total,Noah Syndergaard,NYM,32,0.0625,0.75,0.083333333,0.037037037,0.1,0.074074074,0.174074074,0.037037037,0.25,-2.367823885,-6.271623851,0.087570089,-50.22557732,11762
Total,Nick Martini,2 Tms,32,0.09375,0.3125,0.3,0.038461538,0.1875,0.038461538,0.225961538,0,0.058823529,-1.052819357,-4.982619331,0.137187704,-19.61776582,12005
Total,Tzu-Wei Lin,BOS,32,0.0625,0.28125,0.222222222,0.172413793,0.225806451,0.275862068,0.501668519,0.103448275,0.25,1.44694955,-2.400850399,0.218529701,30.23078902,14678
Total,Reese McGuire,TOR,32,0.0625,0.3125,0.2,0.206896551,0.258064516,0.413793103,0.671857619,0.206896552,0.235294117,3.055364962,-0.901435022,0.284819322,75.81338183,15674
Total,Jim Adduci,DET,31,0.032258064,0.322580645,0.1,0.166666666,0.193548387,0.166666666,0.360215053,0,0.25,-0.195232195,-3.874132131,0.163937482,-7.338421226,6448
Total,Jarrett Parker,2 Tms,30,0.033333333,0.333333333,0.1,0.25,0.3,0.392857142,0.692857142,0.142857142,0.352941176,3.147351695,-0.513648296,0.300277172,85.75973558,11624
Total,Ryan Flaherty,3 Tms,28,0.035714285,0.214285714,0.166666666,0.153846153,0.214285714,0.153846153,0.368131867,0,0.2,0.024606467,-3.329593486,0.176015356,2.959911297,7888
Total,Josh VanMeter,CIN,28,0.107142857,0.285714285,0.375,0.125,0.25,0.208333333,0.458333333,0.083333333,0.1875,1.04938839,-2.475811619,0.217609103,26.18624838,15170
Total,Luis Guillorme,NYM,28,0,0.107142857,0,0.25,0.25,0.285714285,0.535714285,0.035714285,0.28,1.410984494,-1.916215442,0.232307783,45.50985488,16451
Total,Nate Lowe,TBR,28,0.107142857,0.357142857,0.3,0.291666666,0.392857142,0.625,1.017857142,0.333333334,0.416666666,5.905923539,2.38072353,0.418262239,168.3680044,19566
Total,Raffy Lopez,2 Tms,27,0.111111111,0.333333333,0.333333333,0.208333333,0.296296296,0.208333333,0.504629629,0,0.333333333,1.43542182,-1.780878131,0.239512777,45.38526156,12606
Total,Seth Smith,BAL,26,0.076923076,0.192307692,0.4,0.25,0.307692307,0.5,0.807692307,0.25,0.277777777,3.56797977,0.398579778,0.33906601,109.4573102,7331
Total,Clayton Richard,SDP,25,0.04,0.52,0.076923076,0.09090909,0.130434782,0.09090909,0.221343872,0,0.222222222,-1.436121843,-4.448621817,0.106211618,-42.36392891,3551
Total,Michael Perez,TBR,25,0.04,0.4,0.1,0.333333333,0.36,0.416666666,0.776666666,0.083333333,0.571428571,3.390683359,0.369183397,0.336432517,114.9137329,12977
Total,Zack Collins,CHW,25,0.08,0.44,0.181818181,0.136363636,0.24,0.136363636,0.376363636,0,0.272727272,0.304563501,-2.842936507,0.188345842,11.61818619,19181
Total,Matt Thaiss,LAA,24,0.083333333,0.291666666,0.285714285,0.227272727,0.291666666,0.409090909,0.700757575,0.181818182,0.285714285,2.561753156,-0.459846853,0.29773441,85.79874401,19318
Total,Andrew Stevenson,WSN,23,0.086956521,0.391304347,0.222222222,0.105263157,0.19047619,0.157894736,0.348370926,0.052631579,0.2,-0.151724022,-2.929423999,0.166803479,-6.996318946,17932
Total,Rey Fuentes,ARI,22,0.045454545,0.318181818,0.142857142,0.19047619,0.227272727,0.19047619,0.417748917,0,0.285714285,0.268184686,-2.413615307,0.190894059,4.611368593,10329
Total,Alex Dickerson,2 Tms,22,0.045454545,0.227272727,0.2,0.19047619,0.227272727,0.333333333,0.56060606,0.142857143,0.25,1.159738612,-1.610061395,0.235236314,45.88703452,12649
Total,Juan Centeno,3 Tms,21,0,0.142857142,0,0.315789473,0.35,0.315789473,0.665789473,0,0.375,2.188400582,-0.376499406,0.298751774,83.68016349,7168
Total,Jason Vargas,3 Tms,20,0.05,0.35,0.142857142,0.058823529,0.111111111,0.058823529,0.16993464,0,0.1,-1.510421169,-3.971421157,0.087011023,-46.85332296,8044
Total,Zack Granite,MIN,20,0.15,0.1,1.5,0.352941176,0.45,0.529411764,0.979411764,0.176470588,0.357142857,4.146197871,1.708197877,0.42211059,167.0776867,15343
Total,Brandon Woodruff,MIL,20,0.1,0.4,0.25,0.222222222,0.3,0.277777777,0.577777777,0.055555555,0.4,1.49349463,-0.999505371,0.260439393,55.95310096,16162
Total,Sam Hilliard,COL,20,0.25,0.25,1,0.266666666,0.45,0.666666666,1.116666666,0.4,0.25,4.827526952,2.309526945,0.45348894,168.6706401,17954
Total,Andrew Suarez,SFG,20,0,0.6,0,0.05,0.05,0.05,0.1,0,0.125,-2.079040933,-4.417040873,0.043976536,-80.92638722,18300
Total,Alexi Amarista,COL,19,0.105263157,0.157894736,0.666666666,0.294117647,0.368421052,0.352941176,0.721362228,0.058823529,0.357142857,2.339502391,0.023402397,0.322359562,81.75556247,9063
Total,Preston Tucker,2 Tms,19,0,0.210526315,0,0.111111111,0.157894736,0.222222222,0.380116958,0.111111111,0.142857142,-0.034198213,-2.255298156,0.169196035,0.788855046,13633
Total,Max Fried,ATL,19,0,0.157894736,0,0.235294117,0.235294117,0.235294117,0.470588234,0,0.285714285,0.402979104,-1.959120893,0.204614134,17.96085376,13743
Total,Jaycob Brugman,OAK,19,0.052631578,0.263157894,0.2,0.166666666,0.210526315,0.166666666,0.377192981,0,0.23076923,-0.02491508,-2.341015074,0.174894763,2.348100697,14936
Total,Steven Brault,PIT,19,0.052631578,0.157894736,0.333333333,0.375,0.411764705,0.375,0.786764705,0,0.461538461,3.036585201,0.701485214,0.348694114,126.9025991,15291
Total,Jose Miguel Fernandez,LAA,19,0,0.210526315,0,0.263157894,0.263157894,0.315789473,0.578947367,0.052631579,0.333333333,1.230817073,-0.990282869,0.25081041,56.50420833,19254
Total,Sean Newcomb,ATL,16,0.0625,0.625,0.1,0,0.076923076,0,0.076923076,0,0,-1.672143252,-3.594543227,0.053040738,-74.84525641,16943
Total,Hyun Soo Kim,2 Tms,16,0.0625,0.4375,0.142857142,0.133333333,0.1875,0.133333333,0.320833333,0,0.25,-0.318014846,-2.26841484,0.15289573,-16.58386917,18718
Total,Alejandro De Aza,WSN,15,0,0,0,0.153846153,0.142857142,0.307692307,0.450549449,0.153846154,0.142857142,-0.037517854,-1.866017849,0.173484768,-3.942842319,3371
Total,Brock Stassi,PHI,15,0.066666666,0.333333333,0.2,0.071428571,0.133333333,0.071428571,0.204761904,0,0.111111111,-0.908918656,-2.737418651,0.104644191,-47.37927567,12244
Total,Socrates Brito,2 Tms,15,0,0.133333333,0,0.2,0.2,0.2,0.4,0,0.23076923,0.03351329,-1.737986672,0.175906146,4.58221749,12944
Total,Sal Romano,CIN,15,0,0.666666666,0,0,0,0,0,0,0,-2.133709804,-3.90720977,0,-100,13690
Total,Colby Rasmus,2 Tms,14,0,0.642857142,0,0.153846153,0.142857142,0.461538461,0.604395603,0.307692308,0.25,0.644118282,-1.052481708,0.229432421,42.18467781,9893
Total,Jared Hoying,TEX,14,0.071428571,0.285714285,0.25,0.307692307,0.357142857,0.384615384,0.741758241,0.076923077,0.444444444,1.759400824,0.052800828,0.325369201,92.79897099,10882
Total,Boog Powell,2 Tms,14,0.285714285,0.142857142,2,0.2,0.428571428,0.3,0.728571428,0.1,0.25,2.043281292,0.341681299,0.348629526,122.5155099,15103
Total,Dustin Fowler,OAK,14,0,0.071428571,0,0.153846153,0.142857142,0.153846153,0.296703295,0,0.153846153,-0.522568722,-2.15916868,0.125647247,-27.83323932,17098
Total,Seth Brown,OAK,14,0,0.285714285,0,0.214285714,0.214285714,0.214285714,0.428571428,0,0.3,0.146341917,-1.616258088,0.186345015,11.56927037,18171
Total,Dallas Keuchel,2 Tms,13,0,0.769230769,0,0.076923076,0.076923076,0.153846153,0.230769229,0.076923077,0.333333333,-0.884842232,-2.503542229,0.093589645,-51.47677955,9434
Total,Bobby Bradley,CLE,13,0.076923076,0.384615384,0.2,0.166666666,0.23076923,0.333333333,0.564102563,0.166666667,0.285714285,0.741968481,-0.894731523,0.240279152,40.49735974,17278
Total,Pedro Alvarez,BAL,12,0.083333333,0.25,0.333333333,0.363636363,0.416666666,0.909090909,1.325757575,0.545454546,0.333333333,3.642178437,2.224378465,0.538036933,247.8196205,2495
Total,Mike Montgomery,CHC,12,0,0.5,0,0.09090909,0.09090909,0.09090909,0.18181818,0,0.2,-0.98412128,-2.424921261,0.079055461,-54.84563777,4869
Total,Cole Hamels,2 Tms,12,0,0.25,0,0.166666666,0.166666666,0.166666666,0.333333332,0,0.222222222,-0.293385358,-1.764185348,0.145761733,-16.2915264,4972
Total,Scott Feldman,CIN,12,0,0.333333333,0,0,0,0,0,0,0,-1.786824268,-3.249624264,0,-100,6283
Total,Conor Gillaspie,SFG,12,0,0.166666666,0,0.181818181,0.25,0.272727272,0.522727272,0.090909091,0.222222222,0.602593183,-0.860206813,0.235954677,43.21398433,9009
Total,Jeremy Hazelbaker,ARI,12,0.083333333,0.416666666,0.2,0.363636363,0.416666666,0.727272727,1.143939393,0.363636364,0.6,2.988190651,1.525390655,0.471532131,188.8443363,9399
Total,Brett Nicholas,TEX,12,0.083333333,0.25,0.333333333,0.09090909,0.166666666,0.181818181,0.348484847,0.090909091,0.125,-0.162212629,-1.625012625,0.160430198,-19.9969868,11192
Total,Kevin Gausman,ATL,12,0,0.75,0,0,0,0,0,0,0,-1.764321942,-3.239121933,0,-100,14107
Total,Mike Gerber,2 Tms,12,0.083333333,0.583333333,0.142857142,0,0.083333333,0,0.083333333,0,0,-1.180216102,-2.637016086,0.0574608,-69.81257898,16115
Total,Pablo Lopez,MIA,12,0,0.583333333,0,0.166666666,0.166666666,0.166666666,0.333333332,0,0.4,-0.304109465,-1.814909469,0.144935012,-14.70425497,17085
Total,Gavin Lux,LAD,12,0,0.333333333,0,0.083333333,0.083333333,0.333333333,0.416666666,0.25,0,-0.130955205,-1.641755209,0.161627819,-3.978791432,19955
Total,Francisco Arcia,LAA,11,0,0.09090909,0,0.3,0.363636363,0.6,0.963636363,0.3,0.25,2.141139812,0.855239845,0.410005895,165.0854141,10286
Total,Tyler Collins,DET,11,0.09090909,0.272727272,0.333333333,0.1,0.181818181,0.2,0.381818181,0.1,0.142857142,-0.013310607,-1.354210603,0.175014761,-2.094164749,12723
Total,Andrew Toles,LAD,11,0,0.181818181,0,0.272727272,0.272727272,0.454545454,0.727272726,0.181818182,0.333333333,1.2136446,-0.09725538,0.305101091,90.77672223,13414
Total,Brent Suter,MIL,11,0.181818181,0.272727272,0.666666666,0.111111111,0.272727272,0.222222222,0.494949494,0.111111111,0.166666666,0.56812285,-0.737777128,0.238757643,49.66945405,13942
Total,Kevin Kramer,PIT,11,0,0.363636363,0,0.09090909,0.09090909,0.09090909,0.18181818,0,0.142857142,-0.894388275,-2.270288275,0.079055461,-59.43404624,17689
Total,Chris Shaw,SFG,11,0.181818181,0.363636363,0.5,0.222222222,0.363636363,0.333333333,0.696969696,0.111111111,0.4,1.334527463,0.030627489,0.317813104,101.0004991,17738
Total,Clay Buchholz,2 Tms,10,0,0.5,0,0,0,0,0,0,0,-1.40734888,-2.581348853,0,-100,3543
Total,Efren Navarro,DET,10,0.1,0.2,0.5,0.444444444,0.5,1,1.5,0.555555556,0.5,3.55599472,2.336994723,0.59783352,287.0566493,9854
Total,Matt Skole,CHW,10,0,0.5,0,0.2,0.2,0.2,0.4,0,0.4,0.018741792,-1.222258205,0.173922014,5.001933217,12119
Total,Adam Conley,MIA,10,0.1,0.4,0.25,0,0.142857142,0,0.142857142,0,0,-0.613535959,-1.836535957,0.098999151,-41.99515506,14457
Total,Austin Allen,SDP,10,0,0.4,0,0.1,0.1,0.1,0.2,0,0.166666666,-0.754560846,-2.013560849,0.086961007,-54.27873818,18083
Total,LaMonte Wade Jr,MIN,10,0.1,0.2,0.5,0,0.3,0,0.3,0,0,0.333848087,-0.925151916,0.212873709,25.17882987,18126
Total,Jaff Decker,OAK,9,0,0.333333333,0,0.375,0.444444444,0.375,0.819444444,0,0.6,1.489105123,0.392005126,0.372513937,137.4928733,7945
Total,Nick Ciuffo,TBR,9,0,0.222222222,0,0.25,0.25,0.25,0.5,0,0.333333333,0.355945331,-0.696154642,0.219882682,36.52777855,16291
Total,Garrett Stubbs,HOU,9,0.111111111,0,1,0.375,0.444444444,0.625,1.069444444,0.25,0.375,2.096179033,0.96307903,0.443693227,185.3760911,18067
Total,Jake Fraley,SEA,9,0,0.444444444,0,0.111111111,0.111111111,0.111111111,0.222222222,0,0.2,-0.603934318,-1.737034321,0.096623341,-48.62611048,19260
Total,Danny Duffy,KCR,8,0,0.625,0,0.25,0.25,0.25,0.5,0,0.666666666,0.311545255,-0.66965474,0.21828486,32.92516511,3542
Total,Wade Miley,MIL,8,0,0.5,0,0.25,0.25,0.25,0.5,0,0.5,0.31639585,-0.618804126,0.219882682,31.45613208,8779
Total,Edwin Rios,LAD,8,0.125,0.375,0.333333333,0.285714285,0.375,0.428571428,0.803571428,0.142857143,0.5,1.195101124,0.187901121,0.347071707,117.405583,18316
Total,Jared Walsh,LAA,8,0,0.25,0,0.25,0.25,0.5,0.75,0.25,0.333333333,0.898396649,-0.108803354,0.304166347,90.14494449,18607
Total,Matt Moore,SFG,7,0,0.428571428,0,0.142857142,0.142857142,0.142857142,0.285714284,0,0.25,-0.302508324,-1.155808321,0.125238402,-29.46891241,1890
Total,Chris Coghlan,TOR,7,0.285714285,0.142857142,2,0,0.428571428,0,0.428571428,0,0,0.737103363,-0.116196634,0.301229588,85.5960293,6878
Total,Shane Peterson,TBR,7,0.142857142,0.285714285,0.5,0.166666666,0.285714285,0.166666666,0.452380951,0,0.25,0.282297523,-0.571002475,0.224237553,36.1794157,7423
Total,Jaime Garcia,ATL,7,0.142857142,0,1,0.166666666,0.285714285,0.666666666,0.952380951,0.5,0,1.213283305,0.359983308,0.381839948,133.8464726,8137
Total,Rob Brantly,2 Tms,7,0.142857142,0.571428571,0.25,0.166666666,0.285714285,0.166666666,0.452380951,0,0.5,0.280573017,-0.576726982,0.224237553,37.43596643,10655
Total,Bryan Mitchell,SDP,7,0,0.571428571,0,0,0,0,0,0,0,-0.978792,-1.797091979,0,-100,11479
Total,Nolan Fontana,LAA,7,0.142857142,0.714285714,0.2,0,0.142857142,0,0.142857142,0,0,-0.421209935,-1.254509922,0.098999151,-40.1403648,13267
Total,Stephen Drew,WSN,6,0.166666666,0.166666666,1,0.4,0.5,0.4,0.9,0,0.5,1.171005378,0.43960538,0.407721947,149.8289186,4251
Total,Martin Perez,TEX,6,0,1,0,0,0,0,0,0,0,-0.866188353,-1.582588343,0,-100,6902
Total,Chris Rusin,COL,6,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0.666666666,0,0.5,0.582050526,-0.139349467,0.292699923,64.37174921,9895
Total,James Paxton,NYY,6,0,0.833333333,0,0,0,0,0,0,0,-0.903759171,-1.659159173,0,-100,11828
Total,Anthony Bemboom,LAA,6,0.166666666,0.166666666,1,0.2,0.333333333,0.8,1.133333333,0.6,0,1.36950844,0.614108438,0.438305338,180.7855912,13854
Total,Julio Urias,LAD,6,0,0.166666666,0,0,0,0,0,0,0,-0.900310158,-1.647710159,0,-100,14765
Total,Dylan Cozens,PHI,6,0,0.833333333,0,0.166666666,0.166666666,0.166666666,0.333333332,0,1,-0.121456932,-0.822856914,0.146588455,-16.81799598,15115
Total,Andrew Heaney,LAA,6,0,0.666666666,0,0.166666666,0.166666666,0.166666666,0.333333332,0,0.5,-0.121456932,-0.822856914,0.146588455,-14.58163675,15423
Total,AJ Reed,2 Tms,6,0,0.333333333,0,0.166666666,0.166666666,0.166666666,0.333333332,0,0.25,-0.14860572,-0.896005721,0.144935012,-12.49838899,16246
Total,Austin Gomber,STL,6,0,0.166666666,0,0.333333333,0.333333333,0.333333333,0.666666666,0,0.4,0.596050707,-0.105349275,0.293176909,84.73466771,16561
Total,Cal Quantrill,SDP,6,0,0.333333333,0,0.2,0.2,0.2,0.4,0,0.333333333,-0.001713845,-0.757113847,0.173922014,2.642563221,19312
Total,Wade LeBlanc,2 Tms,5,0,0.6,0,0,0,0,0,0,0,-0.726360924,-1.325860917,0,-100,5221
Total,Brett Anderson,2 Tms,5,0,0.2,0,0.4,0.4,0.4,0.8,0,0.5,0.752000741,0.12650074,0.347844028,123.5673069,8223
Total,Ehire Adrianza,MIN,5,0,0,0,0.2,0.2,0.4,0.6,0.2,0.2,0.318370516,-0.266129469,0.249454975,52.32466472,8418
Total,Matt Grace,WSN,5,0,0.8,0,0,0,0,0,0,0,-0.737160024,-1.34566002,0,-100,11449
Total,Cody Asche,CHW,5,0,0.2,0,0,0,0,0,0,0,-0.744510112,-1.35401011,0,-100,11997
Total,Beau Taylor,OAK,5,0,0.4,0,0,0.2,0,0.2,0,0,-0.109829994,-0.721329989,0.143843889,-11.41041807,12384
Total,Matt Koch,ARI,5,0,0.8,0,0,0,0,0,0,0,-0.709936243,-1.303436231,0,-100,13420
Total,Sherman Johnson,LAA,5,0,0.6,0,0,0,0,0,0,0,-0.699137143,-1.283637128,0,-100,13906
Total,Tyler Glasnow,PIT,5,0,0.4,0,0,0,0,0,0,0,-0.735435518,-1.339935514,0,-100,14374
Total,Cody Reed,CIN,5,0,0.8,0,0,0,0,0,0,0,-0.719010837,-1.317510828,0,-100,15232
Total,Jason Martin,PIT,5,0,0.2,0,0.4,0.4,0.4,0.8,0,0.5,0.750276234,0.120776233,0.347844028,115.3864533,16429
Total,Brian O'Grady,CIN,5,0,0.4,0,0.4,0.4,0.6,1,0.2,0.666666666,1.050276234,0.420776233,0.417255092,156.8667667,16729
Total,Javy Guerra,SDP,5,0,0.6,0,0,0,0,0,0,0,-0.699137143,-1.283637128,0,-100,17292
